m,TagName,
"2020-12-01 00:00:00","assembly","317"
"2020-12-01 00:00:00","c#","6516"
"2020-12-01 00:00:00","c","2794"
"2020-12-01 00:00:00","c++","4856"
"2020-12-01 00:00:00","java","9405"
"2020-12-01 00:00:00","python","25649"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5596"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4951"
"2020-12-01 00:00:00","swift","2454"
"2021-01-01 00:00:00","java","9683"
"2021-01-01 00:00:00","javascript","19760"
"2021-01-01 00:00:00","c++","4565"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","338"
"2021-01-01 00:00:00","c","2767"
"2021-01-01 00:00:00","python","26680"
"2021-01-01 00:00:00","c#","7000"
"2021-01-01 00:00:00","r","5022"
"2021-01-01 00:00:00","php","5765"
"2021-01-01 00:00:00","ruby","590"
"2021-01-01 00:00:00","go","608"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2789"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18111"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9256"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6638"
"2021-02-01 00:00:00","r","4994"
"2021-02-01 00:00:00","c","2369"
"2021-02-01 00:00:00","python","25185"
"2021-02-01 00:00:00","php","5319"
"2021-02-01 00:00:00","c++","4494"
"2021-02-01 00:00:00","go","631"
"2021-02-01 00:00:00","ruby","605"
"2021-02-01 00:00:00","swift","2746"
"2021-03-01 00:00:00","assembly","342"
"2021-03-01 00:00:00","c++","4782"
"2021-03-01 00:00:00","c","2681"
"2021-03-01 00:00:00","c#","7384"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","20002"
"2021-03-01 00:00:00","java","10546"
"2021-03-01 00:00:00","go","831"
"2021-03-01 00:00:00","php","5672"
"2021-03-01 00:00:00","ruby","571"
"2021-03-01 00:00:00","python","28469"
"2021-03-01 00:00:00","swift","2941"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6003"
"2021-04-01 00:00:00","java","10089"
"2021-04-01 00:00:00","c#","7247"
"2021-04-01 00:00:00","perl","148"
"2021-04-01 00:00:00","javascript","19719"
"2021-04-01 00:00:00","assembly","385"
"2021-04-01 00:00:00","c++","4681"
"2021-04-01 00:00:00","c","2604"
"2021-04-01 00:00:00","php","5810"
"2021-04-01 00:00:00","python","27853"
"2021-04-01 00:00:00","swift","2634"
"2021-04-01 00:00:00","r","5645"
"2021-04-01 00:00:00","ruby","616"
"2021-04-01 00:00:00","delphi","192"
"2021-04-01 00:00:00","go","746"
